,Price,Load forecast,Generation forecast,Prévision J-1 Solaire,Prévision J-1 Eolien
2022-08-01 18:00:00,1953.0,504.0,46750.0,38693.0,5289.0
2022-08-01 19:00:00,2051.0,592.03,47800.0,38544.0,2959.0
2022-08-01 20:00:00,2150.0,592.0,46400.0,36986.0,1045.0
2022-08-01 21:00:00,2165.0,582.0,44900.0,36353.0,55.0
2022-08-01 22:00:00,2181.0,544.14,45450.0,35918.0,0.0
2022-08-01 23:00:00,2196.0,532.84,46900.0,36294.0,0.0
2022-08-02 00:00:00,1460.0,440.98,42650.0,36199.0,0.0
2022-08-02 01:00:00,1343.0,390.1,39750.0,35468.0,0.0
2022-08-02 02:00:00,1226.0,382.1,38800.0,34213.0,0.0
2022-08-02 03:00:00,1215.0,359.89,36450.0,33803.0,0.0
2022-08-02 04:00:00,1203.0,352.69,35500.0,33660.0,0.0
2022-08-02 05:00:00,1191.0,393.03,36550.0,33923.0,0.0
2022-08-02 06:00:00,1185.0,457.04,38300.0,34971.0,0.0
2022-08-02 07:00:00,1178.0,479.9,41000.0,36297.0,245.0
2022-08-02 08:00:00,1172.0,478.9,44250.0,37155.0,1618.0
2022-08-02 09:00:00,1066.0,464.16,46850.0,38549.0,3949.0
2022-08-02 10:00:00,959.0,446.55,48350.0,40058.0,6451.0
2022-08-02 11:00:00,855.0,446.55,49500.0,41291.0,8363.0
2022-08-02 12:00:00,863.0,441.99,50700.0,42016.0,9582.0
2022-08-02 13:00:00,873.0,427.67,51000.0,42179.0,10177.0
2022-08-02 14:00:00,883.0,457.46,49400.0,42287.0,10287.0
2022-08-02 15:00:00,931.0,449.62,48150.0,42467.0,9902.0
2022-08-02 16:00:00,979.0,436.25,47750.0,42220.0,9019.0
2022-08-02 17:00:00,1028.0,482.52,47100.0,41899.0,7534.0
2022-08-02 18:00:00,1021.0,575.4,47700.0,41161.0,5466.0
2022-08-02 19:00:00,1015.0,650.0,48350.0,40603.0,3024.0
2022-08-02 20:00:00,1008.0,650.0,46950.0,39132.0,1045.0
2022-08-02 21:00:00,1146.0,615.97,45800.0,38683.0,49.0
2022-08-02 22:00:00,1284.0,558.53,46250.0,38329.0,0.0
2022-08-02 23:00:00,1422.0,481.96,47200.0,37477.0,0.0
2022-08-03 00:00:00,1349.0,487.65,43350.0,36143.0,0.0
2022-08-03 01:00:00,1383.0,434.94,40150.0,35861.0,0.0
2022-08-03 02:00:00,1417.0,427.98,39000.0,34492.0,0.0
2022-08-03 03:00:00,1368.0,326.3,36600.0,33951.0,0.0
2022-08-03 04:00:00,1320.0,329.96,35800.0,34019.0,0.0
2022-08-03 05:00:00,1273.0,390.77,36450.0,34324.0,0.0
2022-08-03 06:00:00,1198.0,455.07,38200.0,35401.0,0.0
2022-08-03 07:00:00,1125.0,495.16,40550.0,36164.0,235.0
2022-08-03 08:00:00,1051.0,559.58,44000.0,37544.0,1622.0
2022-08-03 09:00:00,852.0,502.1,46650.0,39154.0,3984.0
2022-08-03 10:00:00,653.0,486.34,48250.0,40325.0,6462.0
2022-08-03 11:00:00,454.0,497.13,49800.0,41111.0,8339.0
2022-08-03 12:00:00,530.0,499.08,51500.0,41939.0,9511.0
2022-08-03 13:00:00,606.0,502.9,52000.0,42000.0,10169.0
2022-08-03 14:00:00,682.0,504.63,51250.0,42056.0,10279.0
2022-08-03 15:00:00,790.0,500.51,50250.0,42190.0,9834.0
2022-08-03 16:00:00,897.0,543.17,49700.0,41749.0,8976.0
2022-08-03 17:00:00,1005.0,581.8,49150.0,42154.0,7467.0
2022-08-03 18:00:00,1153.0,650.0,49400.0,41579.0,5348.0
2022-08-03 19:00:00,1301.0,650.0,49850.0,40711.0,2901.0
2022-08-03 20:00:00,1450.0,650.0,47900.0,39344.0,982.0
2022-08-03 21:00:00,1763.0,640.0,46000.0,38678.0,39.0
2022-08-03 22:00:00,2076.0,570.03,46650.0,37974.0,0.0
2022-08-03 23:00:00,2389.0,518.44,48100.0,37425.0,0.0
2022-08-04 00:00:00,1968.0,450.3,44050.0,36608.0,0.0
2022-08-04 01:00:00,2022.0,414.26,40650.0,35599.0,0.0
2022-08-04 02:00:00,2077.0,375.07,39500.0,34384.0,0.0
2022-08-04 03:00:00,1959.0,348.49,36950.0,34153.0,0.0
2022-08-04 04:00:00,1842.0,345.3,35900.0,34270.0,0.0
2022-08-04 05:00:00,1725.0,375.07,36700.0,34631.0,0.0
2022-08-04 06:00:00,1633.0,452.27,38600.0,35615.0,0.0
2022-08-04 07:00:00,1542.0,480.1,40850.0,37043.0,194.0
2022-08-04 08:00:00,1451.0,501.76,44250.0,37438.0,1406.0
2022-08-04 09:00:00,1358.0,516.94,47300.0,39181.0,3542.0
2022-08-04 10:00:00,1266.0,499.5,49200.0,40513.0,5949.0
2022-08-04 11:00:00,1174.0,502.52,50850.0,41786.0,7970.0
2022-08-04 12:00:00,1249.0,519.58,52150.0,42146.0,9289.0
2022-08-04 13:00:00,1324.0,524.34,52550.0,42744.0,9873.0
2022-08-04 14:00:00,1400.0,524.34,51850.0,43106.0,10050.0
2022-08-04 15:00:00,1616.0,519.48,51000.0,42705.0,9434.0
2022-08-04 16:00:00,1832.0,456.03,50350.0,41621.0,8405.0
2022-08-04 17:00:00,2047.0,522.7,49500.0,41647.0,6761.0
2022-08-04 18:00:00,2399.0,552.83,49800.0,41354.0,4835.0
2022-08-04 19:00:00,2750.0,536.73,49950.0,40685.0,2652.0
2022-08-04 20:00:00,3101.0,508.63,47750.0,39650.0,874.0
2022-08-04 21:00:00,3491.0,533.68,46050.0,38557.0,31.0
2022-08-04 22:00:00,3881.0,546.85,46550.0,38685.0,0.0
2022-08-04 23:00:00,4272.0,570.0,47750.0,38176.0,0.0
2022-08-05 00:00:00,3105.0,409.31,42750.0,36584.0,0.0
2022-08-05 01:00:00,2707.0,358.18,39450.0,34970.0,0.0
2022-08-05 02:00:00,2309.0,337.64,38550.0,34155.0,0.0
2022-08-05 03:00:00,2270.0,339.17,36450.0,33930.0,0.0
2022-08-05 04:00:00,2231.0,338.52,35650.0,34060.0,0.0
2022-08-05 05:00:00,2192.0,390.05,36250.0,34357.0,0.0
2022-08-05 06:00:00,2243.0,449.91,37850.0,36021.0,0.0
2022-08-05 07:00:00,2294.0,468.0,40100.0,37371.0,157.0
2022-08-05 08:00:00,2346.0,483.91,43400.0,39082.0,1272.0
2022-08-05 09:00:00,2445.0,470.13,46250.0,41013.0,3232.0
2022-08-05 10:00:00,2544.0,437.01,48000.0,41397.0,5403.0
2022-08-05 11:00:00,2644.0,443.86,48700.0,42505.0,7108.0
2022-08-05 12:00:00,2988.0,469.99,50350.0,43494.0,8247.0
2022-08-05 13:00:00,3332.0,382.66,50850.0,43569.0,8981.0
2022-08-05 14:00:00,3677.0,470.11,50000.0,43318.0,9242.0
2022-08-05 15:00:00,3970.0,402.42,48950.0,42676.0,8722.0
2022-08-05 16:00:00,4263.0,328.95,47750.0,42096.0,7781.0
2022-08-05 17:00:00,4556.0,393.23,46550.0,41914.0,6545.0
2022-08-05 18:00:00,4764.0,385.0,46950.0,41555.0,4734.0
2022-08-05 19:00:00,4972.0,430.2,47050.0,40469.0,2615.0
2022-08-05 20:00:00,5179.0,429.67,45400.0,39313.0,892.0
2022-08-05 21:00:00,4939.0,437.43,44200.0,39138.0,31.0
2022-08-05 22:00:00,4698.0,429.91,44800.0,38954.0,0.0
2022-08-05 23:00:00,4458.0,386.55,45850.0,38633.0,0.0
2022-08-06 00:00:00,4585.0,361.76,40600.0,37641.0,0.0
2022-08-06 01:00:00,4414.0,315.05,37050.0,36030.0,0.0
2022-08-06 02:00:00,4247.0,308.59,36050.0,34275.0,0.0
2022-08-06 03:00:00,4322.0,276.45,33800.0,33536.0,0.0
2022-08-06 04:00:00,4399.0,267.76,32800.0,32757.0,0.0
2022-08-06 05:00:00,4475.0,275.5,32750.0,32373.0,0.0
2022-08-06 06:00:00,4358.0,290.83,33000.0,32496.0,0.0
2022-08-06 07:00:00,4242.0,315.03,33050.0,33612.0,179.0
2022-08-06 08:00:00,4126.0,309.56,35050.0,34978.0,1516.0
2022-08-06 09:00:00,4063.0,274.03,37700.0,36642.0,3903.0
2022-08-06 10:00:00,4001.0,256.57,39300.0,36476.0,6455.0
2022-08-06 11:00:00,3940.0,221.58,40600.0,36753.0,8484.0
2022-08-06 12:00:00,4086.0,222.78,42450.0,36614.0,9647.0
2022-08-06 13:00:00,4232.0,165.98,43100.0,36876.0,10209.0
2022-08-06 14:00:00,4379.0,153.25,41500.0,36744.0,10247.0
2022-08-06 15:00:00,4596.0,155.08,40500.0,36537.0,9920.0
2022-08-06 16:00:00,4812.0,195.17,39600.0,36504.0,9011.0
2022-08-06 17:00:00,5028.0,246.43,39000.0,37572.0,7462.0
2022-08-06 18:00:00,5340.0,319.79,40150.0,39355.0,5308.0
2022-08-06 19:00:00,5651.0,373.64,40700.0,39019.0,2843.0
2022-08-06 20:00:00,5963.0,397.44,39550.0,39009.0,916.0
2022-08-06 21:00:00,6020.0,381.35,39150.0,39018.0,25.0
2022-08-06 22:00:00,6077.0,369.08,40500.0,38834.0,0.0
2022-08-06 23:00:00,6134.0,324.98,42400.0,38680.0,0.0
2022-08-07 00:00:00,5673.0,277.89,38950.0,37864.0,0.0
2022-08-07 01:00:00,5592.0,232.85,36050.0,34977.0,0.0
2022-08-07 02:00:00,5513.0,218.28,34500.0,33810.0,0.0
2022-08-07 03:00:00,5190.0,206.4,32250.0,33637.0,0.0
2022-08-07 04:00:00,4868.0,200.47,31150.0,33999.0,0.0
2022-08-07 05:00:00,4545.0,205.23,31100.0,33450.0,0.0
2022-08-07 06:00:00,4285.0,205.0,31050.0,33098.0,0.0
2022-08-07 07:00:00,4025.0,206.29,31350.0,33297.0,172.0
2022-08-07 08:00:00,3766.0,162.27,33050.0,33820.0,1544.0
2022-08-07 09:00:00,3570.0,142.7,35400.0,35096.0,3974.0
2022-08-07 10:00:00,3375.0,100.0,37450.0,36465.0,6574.0
2022-08-07 11:00:00,3180.0,87.69,38850.0,37320.0,8559.0
2022-08-07 12:00:00,3451.0,86.82,40900.0,37596.0,9788.0
2022-08-07 13:00:00,3722.0,79.01,41650.0,37915.0,10365.0
2022-08-07 14:00:00,3993.0,76.57,39800.0,37650.0,10487.0
2022-08-07 15:00:00,4237.0,86.4,38700.0,37647.0,10103.0
2022-08-07 16:00:00,4480.0,102.8,37750.0,37886.0,9215.0
2022-08-07 17:00:00,4723.0,199.42,37650.0,38944.0,7677.0
2022-08-07 18:00:00,4966.0,301.67,38900.0,40523.0,5522.0
2022-08-07 19:00:00,5209.0,393.3,40550.0,40699.0,2972.0
2022-08-07 20:00:00,5452.0,421.99,40650.0,40048.0,945.0
2022-08-07 21:00:00,5540.0,419.92,39850.0,40430.0,20.0
2022-08-07 22:00:00,5628.0,401.86,40800.0,40359.0,0.0
2022-08-07 23:00:00,5715.0,359.42,42700.0,39018.0,0.0
2022-08-08 00:00:00,5358.0,310.08,38900.0,36736.0,0.0
2022-08-08 01:00:00,5224.0,271.57,35950.0,35296.0,0.0
2022-08-08 02:00:00,5093.0,272.22,35050.0,34589.0,0.0
2022-08-08 03:00:00,4754.0,278.32,33050.0,34310.0,0.0
2022-08-08 04:00:00,4415.0,272.8,32600.0,34769.0,0.0
2022-08-08 05:00:00,4076.0,310.38,33500.0,35235.0,0.0
2022-08-08 06:00:00,3927.0,363.41,35300.0,37201.0,0.0
2022-08-08 07:00:00,3779.0,410.0,37600.0,38338.0,158.0
2022-08-08 08:00:00,3632.0,414.68,40900.0,39572.0,1511.0
2022-08-08 09:00:00,3389.0,384.55,43900.0,40565.0,3944.0
2022-08-08 10:00:00,3146.0,339.44,45550.0,40904.0,6551.0
2022-08-08 11:00:00,2905.0,318.11,46800.0,40451.0,8578.0
2022-08-08 12:00:00,3272.0,311.55,48000.0,41593.0,9838.0
2022-08-08 13:00:00,3640.0,304.09,48650.0,41964.0,10412.0
2022-08-08 14:00:00,4008.0,308.07,47850.0,41972.0,10507.0
2022-08-08 15:00:00,4119.0,310.3,46950.0,41959.0,10095.0
2022-08-08 16:00:00,4230.0,329.86,46150.0,41954.0,9220.0
2022-08-08 17:00:00,4341.0,406.02,45450.0,42420.0,7688.0
2022-08-08 18:00:00,4515.0,439.82,45800.0,42494.0,5475.0
2022-08-08 19:00:00,4689.0,495.9,46700.0,41600.0,2910.0
2022-08-08 20:00:00,4864.0,493.77,44750.0,40707.0,906.0
2022-08-08 21:00:00,5281.0,455.0,42850.0,40507.0,14.0
2022-08-08 22:00:00,5697.0,429.15,43600.0,40585.0,0.0
2022-08-08 23:00:00,6113.0,391.2,45250.0,39285.0,0.0
2022-08-09 00:00:00,6004.0,330.76,40550.0,38353.0,0.0
2022-08-09 01:00:00,5791.0,298.92,37750.0,37653.0,0.0
2022-08-09 02:00:00,5579.0,298.95,36850.0,36164.0,0.0
2022-08-09 03:00:00,5282.0,289.2,34800.0,35596.0,0.0
2022-08-09 04:00:00,4985.0,295.75,34150.0,35513.0,0.0
2022-08-09 05:00:00,4688.0,320.01,34700.0,36790.0,0.0
2022-08-09 06:00:00,4414.0,382.92,36050.0,38665.0,0.0
2022-08-09 07:00:00,4140.0,414.98,37900.0,39415.0,142.0
2022-08-09 08:00:00,3868.0,426.22,40800.0,40670.0,1474.0
2022-08-09 09:00:00,3677.0,383.99,43050.0,41934.0,3870.0
2022-08-09 10:00:00,3486.0,310.09,44800.0,42516.0,6469.0
2022-08-09 11:00:00,3296.0,282.84,46200.0,41719.0,8479.0
2022-08-09 12:00:00,3578.0,296.27,47950.0,42033.0,9795.0
2022-08-09 13:00:00,3861.0,277.1,48500.0,42043.0,10385.0
2022-08-09 14:00:00,4145.0,284.29,47750.0,41845.0,10451.0
2022-08-09 15:00:00,4093.0,273.31,46950.0,41641.0,10026.0
2022-08-09 16:00:00,4040.0,290.39,46050.0,42919.0,9084.0
2022-08-09 17:00:00,3986.0,351.7,45300.0,43268.0,7544.0
2022-08-09 18:00:00,4317.0,419.39,45800.0,42458.0,5391.0
2022-08-09 19:00:00,4649.0,469.8,46250.0,41349.0,2850.0
2022-08-09 20:00:00,4980.0,469.72,44750.0,40726.0,875.0
2022-08-09 21:00:00,5278.0,428.67,43350.0,40473.0,11.0
2022-08-09 22:00:00,5575.0,406.45,43700.0,40494.0,0.0
2022-08-09 23:00:00,5873.0,343.31,44950.0,39947.0,0.0
2022-08-10 00:00:00,5669.0,297.01,41350.0,38211.0,0.0
2022-08-10 01:00:00,5575.0,286.98,38250.0,36966.0,0.0
2022-08-10 02:00:00,5481.0,298.71,37250.0,35790.0,0.0
2022-08-10 03:00:00,5218.0,285.6,35100.0,35170.0,0.0
2022-08-10 04:00:00,4954.0,283.33,34350.0,34902.0,0.0
2022-08-10 05:00:00,4693.0,294.79,34900.0,35890.0,0.0
2022-08-10 06:00:00,4437.0,316.93,36350.0,38324.0,0.0
2022-08-10 07:00:00,4183.0,378.0,38400.0,38811.0,125.0
2022-08-10 08:00:00,3929.0,395.51,41450.0,39597.0,1429.0
2022-08-10 09:00:00,3531.0,356.26,44050.0,41077.0,3835.0
2022-08-10 10:00:00,3134.0,302.9,45450.0,42153.0,6416.0
2022-08-10 11:00:00,2737.0,294.64,46400.0,41934.0,8368.0
2022-08-10 12:00:00,3211.0,284.62,48200.0,42926.0,9591.0
2022-08-10 13:00:00,3685.0,279.44,48950.0,43338.0,10204.0
2022-08-10 14:00:00,4160.0,273.81,48450.0,42938.0,10215.0
2022-08-10 15:00:00,4112.0,285.01,47000.0,42602.0,9836.0
2022-08-10 16:00:00,4063.0,303.1,46400.0,42558.0,8905.0
2022-08-10 17:00:00,4014.0,353.0,46250.0,43271.0,7342.0
2022-08-10 18:00:00,4359.0,409.93,46450.0,42978.0,5165.0
2022-08-10 19:00:00,4704.0,449.0,46800.0,41949.0,2687.0
2022-08-10 20:00:00,5049.0,454.73,45200.0,40756.0,804.0
2022-08-10 21:00:00,5203.0,420.0,43700.0,40597.0,8.0
2022-08-10 22:00:00,5355.0,406.84,44050.0,40581.0,0.0
2022-08-10 23:00:00,5509.0,355.01,45450.0,40301.0,0.0
2022-08-11 00:00:00,5168.0,309.92,41350.0,38782.0,0.0
2022-08-11 01:00:00,5085.0,300.03,38150.0,37410.0,0.0
2022-08-11 02:00:00,5002.0,310.0,36800.0,36130.0,0.0
2022-08-11 03:00:00,4868.0,306.3,34750.0,36013.0,0.0
2022-08-11 04:00:00,4735.0,312.0,34300.0,35736.0,0.0
2022-08-11 05:00:00,4601.0,347.06,35050.0,36419.0,0.0
2022-08-11 06:00:00,4403.0,399.15,36500.0,38047.0,0.0
2022-08-11 07:00:00,4205.0,419.97,38300.0,38816.0,110.0
2022-08-11 08:00:00,4007.0,414.9,41100.0,39825.0,1372.0
2022-08-11 09:00:00,3570.0,397.16,43950.0,41151.0,3725.0
2022-08-11 10:00:00,3133.0,355.1,45550.0,40853.0,6303.0
2022-08-11 11:00:00,2697.0,356.06,46600.0,41160.0,8293.0
2022-08-11 12:00:00,3002.0,321.78,48800.0,41891.0,9590.0
2022-08-11 13:00:00,3307.0,315.67,48950.0,42311.0,10161.0
2022-08-11 14:00:00,3613.0,317.67,48000.0,42162.0,10275.0
2022-08-11 15:00:00,3624.0,328.65,47300.0,42447.0,9867.0
2022-08-11 16:00:00,3635.0,341.26,46650.0,42051.0,8880.0
2022-08-11 17:00:00,3645.0,401.31,46350.0,42704.0,7360.0
2022-08-11 18:00:00,3807.0,450.0,46550.0,42914.0,5257.0
2022-08-11 19:00:00,3969.0,539.9,46600.0,42474.0,2749.0
2022-08-11 20:00:00,4131.0,534.75,44950.0,41012.0,805.0
2022-08-11 21:00:00,4429.0,446.0,43800.0,40530.0,6.0
2022-08-11 22:00:00,4727.0,414.99,43750.0,40209.0,0.0
2022-08-11 23:00:00,5026.0,390.0,45400.0,39730.0,0.0
2022-08-12 00:00:00,4712.0,422.1,41050.0,34115.0,0.0
2022-08-12 01:00:00,4707.0,405.0,37950.0,33638.0,0.0
2022-08-12 02:00:00,4704.0,395.68,36650.0,32299.0,0.0
2022-08-12 03:00:00,4472.0,391.95,34650.0,32163.0,0.0
2022-08-12 04:00:00,4241.0,402.53,34000.0,32081.0,0.0
2022-08-12 05:00:00,4010.0,407.99,34700.0,32649.0,0.0
2022-08-12 06:00:00,3998.0,469.14,36400.0,34808.0,0.0
2022-08-12 07:00:00,3988.0,513.31,38150.0,35532.0,97.0
2022-08-12 08:00:00,3979.0,508.0,41200.0,37258.0,1332.0
2022-08-12 09:00:00,3396.0,472.56,44150.0,38502.0,3654.0
2022-08-12 10:00:00,2814.0,419.9,46000.0,39446.0,6226.0
2022-08-12 11:00:00,2234.0,426.98,47150.0,39967.0,8268.0
2022-08-12 12:00:00,2375.0,428.02,48700.0,42199.0,9585.0
2022-08-12 13:00:00,2516.0,380.57,49100.0,42295.0,10197.0
2022-08-12 14:00:00,2658.0,379.99,48500.0,42105.0,10283.0
2022-08-12 15:00:00,2640.0,387.64,47100.0,41767.0,9894.0
2022-08-12 16:00:00,2622.0,400.85,46500.0,41853.0,8918.0
2022-08-12 17:00:00,2604.0,449.07,46300.0,42710.0,7326.0
2022-08-12 18:00:00,2867.0,489.99,46700.0,42883.0,5193.0
2022-08-12 19:00:00,3130.0,560.0,46950.0,41777.0,2713.0
2022-08-12 20:00:00,3393.0,565.4,45350.0,40268.0,778.0
2022-08-12 21:00:00,3635.0,507.78,44100.0,39769.0,5.0
2022-08-12 22:00:00,3876.0,469.47,44350.0,39141.0,0.0
2022-08-12 23:00:00,4118.0,424.02,45600.0,38215.0,0.0
2022-08-13 00:00:00,3774.0,427.23,41100.0,34460.0,0.0
2022-08-13 01:00:00,3838.0,400.71,37450.0,33536.0,0.0
2022-08-13 02:00:00,3903.0,387.87,35950.0,32660.0,0.0
2022-08-13 03:00:00,3859.0,374.09,33450.0,32126.0,0.0
2022-08-13 04:00:00,3816.0,375.79,32150.0,31480.0,0.0
2022-08-13 05:00:00,3772.0,382.76,32200.0,31424.0,0.0
2022-08-13 06:00:00,3706.0,379.9,32500.0,32404.0,0.0
2022-08-13 07:00:00,3640.0,388.74,32700.0,33065.0,85.0
2022-08-13 08:00:00,3574.0,399.9,35050.0,34236.0,1260.0
2022-08-13 09:00:00,2971.0,374.5,38200.0,35161.0,3552.0
2022-08-13 10:00:00,2368.0,338.2,40150.0,36541.0,6073.0
2022-08-13 11:00:00,1766.0,328.56,41800.0,37568.0,8144.0
2022-08-13 12:00:00,1811.0,343.2,44000.0,37817.0,9359.0
2022-08-13 13:00:00,1857.0,349.38,45150.0,38156.0,9985.0
2022-08-13 14:00:00,1903.0,339.72,43950.0,37274.0,10107.0
2022-08-13 15:00:00,1853.0,334.16,43000.0,36753.0,9518.0
2022-08-13 16:00:00,1804.0,347.7,42300.0,37401.0,8491.0
2022-08-13 17:00:00,1755.0,412.3,42050.0,37936.0,6782.0
2022-08-13 18:00:00,1827.0,466.2,42450.0,37366.0,4676.0
2022-08-13 19:00:00,1898.0,503.26,42700.0,36809.0,2377.0
2022-08-13 20:00:00,1969.0,504.7,41500.0,35802.0,646.0
2022-08-13 21:00:00,2390.0,479.94,40700.0,35673.0,3.0
2022-08-13 22:00:00,2810.0,461.91,41050.0,35815.0,0.0
2022-08-13 23:00:00,3229.0,425.89,42650.0,35714.0,0.0
2022-08-14 00:00:00,3561.0,416.3,39150.0,34874.0,0.0
2022-08-14 01:00:00,3849.0,397.2,36300.0,33860.0,0.0
2022-08-14 02:00:00,4139.0,377.9,35000.0,33430.0,0.0
2022-08-14 03:00:00,3931.0,354.0,32500.0,33074.0,0.0
2022-08-14 04:00:00,3724.0,350.06,31400.0,32819.0,0.0
2022-08-14 05:00:00,3518.0,351.01,31250.0,31959.0,0.0
2022-08-14 06:00:00,3329.0,352.77,31450.0,31549.0,0.0
2022-08-14 07:00:00,3140.0,350.05,31200.0,32051.0,57.0
2022-08-14 08:00:00,2951.0,355.17,32950.0,32561.0,834.0
2022-08-14 09:00:00,2700.0,339.94,35550.0,32965.0,2304.0
2022-08-14 10:00:00,2449.0,309.0,37700.0,31803.0,3874.0
2022-08-14 11:00:00,2200.0,319.0,39500.0,31459.0,4966.0
2022-08-14 12:00:00,2267.0,325.15,41750.0,31500.0,5821.0
2022-08-14 13:00:00,2335.0,292.99,42100.0,32239.0,6477.0
2022-08-14 14:00:00,2403.0,276.93,40500.0,32417.0,6631.0
2022-08-14 15:00:00,3066.0,262.1,39200.0,32340.0,6739.0
2022-08-14 16:00:00,3728.0,318.46,38100.0,32572.0,6108.0
2022-08-14 17:00:00,4391.0,352.07,37850.0,34985.0,5080.0
2022-08-14 18:00:00,4348.0,415.9,38700.0,36847.0,3764.0
2022-08-14 19:00:00,4306.0,454.91,39850.0,36912.0,2020.0
2022-08-14 20:00:00,4264.0,459.96,39500.0,36505.0,581.0
2022-08-14 21:00:00,3654.0,462.6,39200.0,36148.0,2.0
2022-08-14 22:00:00,3044.0,455.42,39550.0,35711.0,0.0
2022-08-14 23:00:00,2434.0,431.57,41200.0,34942.0,0.0
2022-08-15 00:00:00,2732.0,375.03,37550.0,33019.0,0.0
2022-08-15 01:00:00,2662.0,361.09,35100.0,32580.0,0.0
2022-08-15 02:00:00,2597.0,360.64,34100.0,31962.0,0.0
2022-08-15 03:00:00,2647.0,350.0,31800.0,31420.0,0.0
2022-08-15 04:00:00,2697.0,352.99,30850.0,31294.0,0.0
2022-08-15 05:00:00,2748.0,363.58,30500.0,31806.0,0.0
2022-08-15 06:00:00,2757.0,361.43,30600.0,32912.0,0.0
2022-08-15 07:00:00,2769.0,412.98,29950.0,33524.0,46.0
2022-08-15 08:00:00,2780.0,456.41,31100.0,35347.0,915.0
2022-08-15 09:00:00,2882.0,452.8,33450.0,37210.0,2660.0
2022-08-15 10:00:00,2984.0,431.41,35350.0,38244.0,4680.0
2022-08-15 11:00:00,3086.0,407.06,36700.0,38556.0,6268.0
2022-08-15 12:00:00,3354.0,402.31,39550.0,39102.0,7423.0
2022-08-15 13:00:00,3621.0,392.13,39850.0,39072.0,8085.0
2022-08-15 14:00:00,3889.0,392.77,37600.0,38254.0,8131.0
2022-08-15 15:00:00,3932.0,380.09,36200.0,38744.0,7745.0
2022-08-15 16:00:00,3973.0,400.05,35200.0,39105.0,6953.0
2022-08-15 17:00:00,4013.0,448.84,35250.0,39523.0,5583.0
2022-08-15 18:00:00,3552.0,495.0,36550.0,39165.0,4101.0
2022-08-15 19:00:00,3093.0,520.01,38200.0,38229.0,2198.0
2022-08-15 20:00:00,2634.0,555.72,37800.0,37622.0,589.0
2022-08-15 21:00:00,2498.0,536.69,38100.0,37131.0,1.0
2022-08-15 22:00:00,2363.0,507.0,38350.0,36697.0,0.0
2022-08-15 23:00:00,2228.0,475.42,40150.0,35605.0,0.0
2022-08-16 00:00:00,1680.0,465.26,39650.0,33996.0,0.0
2022-08-16 01:00:00,1690.0,430.65,37050.0,33474.0,0.0
2022-08-16 02:00:00,1702.0,430.94,36500.0,32248.0,0.0
2022-08-16 03:00:00,1597.0,386.38,34700.0,31963.0,0.0
2022-08-16 04:00:00,1493.0,396.67,34100.0,31860.0,0.0
2022-08-16 05:00:00,1391.0,440.99,34750.0,32485.0,0.0
2022-08-16 06:00:00,1411.0,490.0,36700.0,34556.0,0.0
2022-08-16 07:00:00,1434.0,512.31,38500.0,35255.0,50.0
2022-08-16 08:00:00,1458.0,514.9,41400.0,36967.0,1014.0
2022-08-16 09:00:00,1387.0,497.3,43900.0,38272.0,2921.0
2022-08-16 10:00:00,1316.0,472.02,45450.0,39545.0,4986.0
2022-08-16 11:00:00,1247.0,465.26,46450.0,39639.0,6613.0
2022-08-16 12:00:00,1414.0,462.28,48350.0,40798.0,7859.0
2022-08-16 13:00:00,1582.0,470.31,48600.0,40401.0,8381.0
2022-08-16 14:00:00,1751.0,475.97,47350.0,39889.0,8498.0
2022-08-16 15:00:00,1767.0,477.29,46250.0,39763.0,7787.0
2022-08-16 16:00:00,1784.0,455.49,45200.0,39872.0,6635.0
2022-08-16 17:00:00,1802.0,506.91,44300.0,40321.0,5262.0
2022-08-16 18:00:00,1767.0,600.05,44850.0,40177.0,3569.0
2022-08-16 19:00:00,1733.0,664.89,45900.0,39928.0,1844.0
2022-08-16 20:00:00,1700.0,662.05,44100.0,39113.0,473.0
2022-08-16 21:00:00,1613.0,648.38,43550.0,37857.0,1.0
2022-08-16 22:00:00,1527.0,580.0,43300.0,37840.0,0.0
2022-08-16 23:00:00,1441.0,513.28,44750.0,36607.0,0.0
2022-08-17 00:00:00,1597.0,523.94,41300.0,35088.0,0.0
2022-08-17 01:00:00,1671.0,483.88,38600.0,34722.0,0.0
2022-08-17 02:00:00,1748.0,472.13,37400.0,33279.0,0.0
2022-08-17 03:00:00,1733.0,449.22,35000.0,33371.0,0.0
2022-08-17 04:00:00,1718.0,438.95,33950.0,33181.0,0.0
2022-08-17 05:00:00,1703.0,469.89,34650.0,33664.0,0.0
2022-08-17 06:00:00,1550.0,528.22,36650.0,35546.0,0.0
2022-08-17 07:00:00,1397.0,596.01,38400.0,36309.0,26.0
2022-08-17 08:00:00,1245.0,616.33,41350.0,36885.0,725.0
2022-08-17 09:00:00,1054.0,575.1,44000.0,37302.0,2261.0
2022-08-17 10:00:00,864.0,549.97,45450.0,37742.0,4120.0
2022-08-17 11:00:00,676.0,526.89,46600.0,37855.0,5557.0
2022-08-17 12:00:00,792.0,535.38,47900.0,39038.0,6437.0
2022-08-17 13:00:00,908.0,524.2,48200.0,38721.0,7032.0
2022-08-17 14:00:00,1024.0,522.14,46950.0,38662.0,6794.0
2022-08-17 15:00:00,1106.0,520.16,45850.0,38280.0,6176.0
